Inspection ID	DBA Name	AKA Name	License #	Facility Type	Risk	Address	City	State	Zip	Inspection Date	Inspection Type	Results	Violations	Latitude	Longitude	Location
2610214	THOMAS COFFEE SHOP	THOMAS COFFEE SHOP	7545.0	Restaurant	Risk 1 (High)	1657 E 87TH ST	CHICAGO	IL	60617.0	2025-01-08	Canvass	Fail	38. INSECTS, RODENTS, & ANIMALS NOT PRESENT - Comments: OBSERVED OVER 100 MICE DROPPINGS SCATTERED INSIDE BOTTOM COMPRESSOR UNITS OF DEEP FREEZERS, ON SHELVES, PALLETS, FLOOR ALONG ON WALLS AND CORNERS IN REAR STORAGE AREAS, ON FLOOR AROUND WATER HEATER IN DISH WASHING AREA. INSTRUCTED MANAGER TO CALL AN EXTERMINATOR FOR SERVICE, CLEAN AND SANITIZE ALL AREAS. PRIORITY FOUNDATION 7-38-020(A) CITATION ISSUED | 41. WIPING CLOTHS: PROPERLY USED & STORED - Comments: OBSERVED SOILED WIPING CLOTHS ON PREP TABLES IN PREP AREA. INSTRUCTED MANAGER TO STORE WIPING CLOTHS IN SANITIZING SOLUTION BETWEEN USES. | 44. UTENSILS, EQUIPMENT & LINENS: PROPERLY STORED, DRIED, & HANDLED - Comments: OBSERVED LARGE POTS STORED ON FLOOR ON DISH WASHING AREA. INSTRUCTED MANAGER TO PROPERLY STORE AND ELEVATE ALL CLEAN MULTI-USE EQUIPMENT AND UTENSILS. | 49. NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: OBSERVED DEBRIS AND SPILLS ON INTERIOR AND EXTERIOR SURFACES OF SHELVING UNITS IN REAR STORAGE AREA, COOLERS, FREEZERS, COOKING EQUIPMENT IN PREP AREA. INSTRUCTED MANAGER TO CLEAN AND MAINTAIN. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED DEBRIS ON FLOOR UNDER ALL EQUIPMENT, ALONG WALLS AND IN ALL CORNERS IN PREP AND STORAGE AREAS. INSTRUCTED MANAGER TO CLEAN AND MAINTAIN. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED UNUSED ARTICLES AND EQUIPMENT IN REAR STORAGE AREA. INSTRUCTED MANAGER TO REMOVE ALL UNNECESSARY ITEMS TO PREVENT PEST HARBORAGE.	41.73684226984659	-87.5829466262428	(41.73684226984659, -87.5829466262428)
2610190	CHINA GOURMET	CHINA GOURMET	2500795.0	Restaurant	Risk 1 (High)	7100 N Clark ST	CHICAGO	IL	60626.0	2025-01-07	Complaint	Pass w/ Conditions	"22. PROPER COLD HOLDING TEMPERATURES - Comments: WE OBSERVED COOKED BEEF STORED INSIDE THE WALK-IN COOLER AT TEMP OF 47.1F AND CHICKEN AT TEMP OF 45F INSIDE THE REACH-IN COOLER.COLD FOOD MUST MAINTAIN TEMP OF 41F AND BELOW.FOOD DISCARDED AND DENATURED:POUNDS 6,VALUE 20. PRIORITY VIOLATION:7-38-005,CITATION ISSUED | 37. FOOD PROPERLY LABELED; ORIGINAL CONTAINER - Comments: 	MUST LABEL FOOD CONTAINERS WITH COMMON NAME AT STORAGE AND WALK-IN COOLER. | 41. WIPING CLOTHS: PROPERLY USED & STORED - Comments:  ALL PREP AREA WIPING CLOTHS MUST BE HELD IN A CONTAINER WITH A SANITIZING SOLUTION. | 43. IN-USE UTENSILS: PROPERLY STORED - Comments:  KNIFE OBSERVED IMPROPERLY STORED BETWEEN THE PREP AND STEM TABLE. MUST PROVIDE A PROPER KNIFE HOLDER FOR KNIVES OR STORE ON CLEAN CUTTING BOARD. | 47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments:  TORN RUBBER DOOR GASKETS AT REACH IN DOOR COOLER,SOUTH WALL BY THE HANDWASHING SINK. MUST REPLACE.NOT ABLE TO COMPLETELY CLOSE WITH TIGHT FITTING DOOR. | 47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: MUST NOT USE MILK CRATES AS A MEANS OF ELEVATION FOR STORED ITEMS THROUGHOUT THE PREMISES | 49. NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments:  SHELVING IN THE FOLLOWING AREAS WAS FOUND DIRTY WITH FOOD DEBRIS HANGING FROM IT: THROUGHOUT THE WALK-IN COOLER ON SHELVING NEXT TO THE COOKS LINE, ALL SHELVING ON THE COOKS LINE. MUST CLEAN AND MAINTAIN ALL. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: BROKEN CAULKING BETWEEN WALL AND THREE COMPARTMENT SINK ALSO  WALL  AND WASHBOWLS IN BOTH WASHROOMS. MUST REPLACE TO BE SMOOTH AND CLEANABLE. | 57. ALL FOOD EMPLOYEES HAVE FOOD HANDLER TRAINING - Comments:  NO PROOF OF FOOD HANDLER TRAINING CERTIFICATES FOR ALL REQUIRED EMPLOYEES. MUST PROVIDE."	42.01146045999312	-87.6745934517097	(42.011460459993124, -87.6745934517097)
2609986	Jersey Mike's Subs River West	JERSEY MIKE'S	2966982.0	Restaurant	Risk 1 (High)	805 N MILWAUKEE AVE	CHICAGO	IL	60642.0	2025-01-03	Canvass	Pass	57. ALL FOOD EMPLOYEES HAVE FOOD HANDLER TRAINING - Comments: OBSERVED NO FOOD HANDLER CERTIFICATES FOR FOOD HANDLING EMPLOYEES.  MANAGEMENT INSTRUCTED TO PROVIDE FOOD HANDLER CERTIFICATES FOR ALL FOOD HANDLING EMPLOYEES.	41.896458978042936	-87.65552581829893	(41.896458978042936, -87.65552581829893)
2609962	OSITO'S TAP	OSITO'S TAP	2658134.0	Restaurant	Risk 1 (High)	2553 S RIDGEWAY AVE	CHICAGO	IL	60623.0	2025-01-03	Canvass	Fail	52. SEWAGE & WASTE WATER PROPERLY DISPOSED - Comments: 5-402.13 WASTEWATER BACKUP:  OBSERVED THREE-COMPARTMENT SINK IN DISHWASHING AREA IN DISREPAIR AND NOT DRAINING PROPERLY (SLOW DRAINING); WATER RELEASED FROM ONE COMPARTMENT BACKUP INSIDE ANOTHER COMPARTMENT WHEN RELEASED INSIDE SINK. INFORMED PERSON IN CHARGE OF REQUIREMENTS AND MUST REPAIR SINK AND MAINTAIN. THE MANAGER CALLED THE REPAIR TECHNICIAN, AND THE ISSUE WAS CORRECTED DURING THE INSPECTION. PRIORITY VIOLATION 7-38-030(C)  CITATION ISSUED. | 54. GARBAGE & REFUSE PROPERLY DISPOSED; FACILITIES MAINTAINED - Comments: 5-501.15 OBSERVED OUTSIDE GARBAGE RECEPTACLE LIDS NOT TIGHT FITTING PER CITY CODE. INSTRUCTED TO REPAIR OR REPLACE DUMPSTER LIDS TO PREVENT RODENT HARBORAGE. INSTRUCTED TO MAINTAIN. PRIORITY FOUNDATION 7-38-020(B) CITATION ISSUED.	41.84459718759861	-87.71831255053898	(41.84459718759861, -87.71831255053898)
2609916	FOXTROT MARKET	FOXTROT MARKET	2982949.0	Restaurant	Risk 1 (High)	1576 N MILWAUKEE AVE	CHICAGO	IL	60622.0	2025-01-02	License	Pass		41.91005984345996	-87.6771912342113	(41.910059843459955, -87.6771912342113)
2609974	ALULU	ALULU	2355130.0	Restaurant	Risk 1 (High)	2011 S LAFLIN ST	CHICAGO	IL	60608.0	2025-01-03	Canvass	Pass w/ Conditions	10. ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE - Comments: 6-301.14 OBSERVED NO HAND WASHING SIGN LOCATED AT THE HAND WASHING SINK IN THE FOOD PREP AREA. INSTRUCTED TO PROVIDE. | 16. FOOD-CONTACT SURFACES: CLEANED & SANITIZED - Comments: OBSERVED THE HIGH-TEMPERATURE DISH MACHINE STILL NOT PROPERLY SANITIZING; SAID DISH MACHINE PREVIOUSLY TAGGED AND REMAIN TAGGED AND HELD FOR INSPECTION AND MAY NOT BE USED. PRIORITY VIOLATION. NO CITATION ISSUED 7-38-025.	41.85473873651925	-87.66353753442561	(41.85473873651925, -87.66353753442561)
2610005	VAUNT FITNESS, LLC	VAUNT FITNESS, LLC	2717891.0	Restaurant	Risk 2 (Medium)	6255 S ARCHER AVE	CHICAGO	IL	60638.0	2025-01-03	Canvass	Pass		41.79342474896593	-87.77653602949795	(41.79342474896593, -87.77653602949795)
2610035	HAIRE'S GULF SHRIMP	HAIRE'S GULF SHRIMP	2996971.0	Restaurant	Risk 2 (Medium)	570-572 W ROOSEVELT RD	CHICAGO	IL	60607.0	2025-01-06	Canvass	Out of Business		41.86733048241842	-87.64211742912265	(41.86733048241842, -87.64211742912265)
2609941	FLORENCIAS MEXICAN RESTAURANT	FLORENCIAS MEXICAN RESTAURANT	3006602.0	Restaurant	Risk 1 (High)	4316 S PULASKI RD	CHICAGO	IL	60632.0	2025-01-02	License	Not Ready		41.81464646887572	-87.7239877245519	(41.81464646887572, -87.7239877245519)
2610034	Subway	Subway	2079385.0	Restaurant	Risk 1 (High)	1406 W 18th ST	CHICAGO	IL	60608.0	2025-01-06	Canvass	Pass w/ Conditions	2. CITY OF CHICAGO FOOD SERVICE SANITATION CERTIFICATE - Comments: 2-101.11 OBSERVED THE PERSON IN CHARGE WITHOUT AN ORIGINAL CITY OF CHICAGO FOOD SERVICE SANITATION MANAGER'S CERTIFICATE ON SITE. INSTRUCTED AN ORIGINAL CITY OF CHICAGO FOOD SERVICE SANITATION MANAGER'S CERTIFICATE MUST BE ON SITE AND POSTED AT ALL TIMES. PRIORITY FOUNDATION. CITATION ISSUED 7-38-012. | 10. ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE - Comments: 6-301.14 OBSERVED NO HAND WASHING SIGNS AT THE HAND WASHING SINKS IN THE REAR AND FRONT FOOD PREP AREAS. INSTRUCTED TO PROVIDE.	41.85798053852561	-87.66161007814216	(41.85798053852561, -87.66161007814216)
2610021	SUBWAY	SUBWAY	2621567.0	Restaurant	Risk 1 (High)	4316 S ASHLAND AVE	CHICAGO	IL	60609.0	2025-01-06	Canvass	Pass w/ Conditions	22. PROPER COLD HOLDING TEMPERATURES - Comments: NOTED INTERNAL TEMPERATURES OF THE FOLLOWING TIME/TEMPERATURE CONTROL FOR SAFETY FOOD ITEMS INSIDE THE FOOD DISPLAY COOLER TO BE IMPROPER:  CHICKEN 44.4F, SGREDDED LETTUCE 45.1F. MANAGER IMMEDIATELY AND VOLUNTARILY DISPOSED OF 3.5 LBS OF PRODUCTS WORTH $15.00 THROUGH DENATURING PROCESS. PRIORITY VIOLATION #7-38-005. CITATION ISSUED.	41.815329857960506	-87.66528799042858	(41.815329857960506, -87.66528799042858)
2609911	FOXTROT MARKET	FOXTROT MARKET	2982948.0	Restaurant	Risk 1 (High)	1576 N MILWAUKEE AVE	CHICAGO	IL	60622.0	2025-01-02	License	Pass	49. NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: OBSERVED DEBRIS BUILDUP ON INTERIOR OF COOLERS INSTRUCGED MANAGER TO CLEAN AND MAINTAIN.   OBSERVED SLIGHT CALCIUM BUILDUP ON INTERIOR OF BASEMENT ICE MACHINE. INSTRUCTED MANAGER TO CLEAN AND MAINTAIN.  OBSERVED SOIL BUILDUP ON TOILETS IN SIDE BY SIDE TOILET ROOMS IN BASEMENT. INSTRUCTED MANAGER TO CLEAN TOILETS.	41.91005984345996	-87.6771912342113	(41.910059843459955, -87.6771912342113)
2609988	LA MEJIKANA	LA MEJIKANA	2564395.0	Restaurant	Risk 1 (High)	1820 S ASHLAND AVE	CHICAGO	IL	60608.0	2025-01-03	Canvass	Pass	55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: 6-501.12 OBSERVED ACCUMULATED DIRT DEBRIS IN VARIOUS AREAS OF THE FOOD PREP AREA AND ACCUMULATED DUST DEBRIS ON THE PIPES AND WALLS. INSTRUCTED TO CLEAN. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: 6-501.114 OBSERVED CLUTTER IN THE BASEMENT AND ITEMS STORED ON THE FLOOR. INSTRUCTED TO REMOVE UNNECESSARY CLUTTER AND ELEVATE EVERYTHING AT LEAST 6 INCHES FROM THE GROUND.	41.85711756587768	-87.66627432464414	(41.85711756587768, -87.66627432464414)
2609928	TERRACE GRILL, INC.	TERRACE GRILL, INC.	1893087.0	Restaurant	Risk 1 (High)	5020 S LAKE SHORE WEST DR	CHICAGO	IL	60615.0	2025-01-02	Canvass	Pass w/ Conditions	2. CITY OF CHICAGO FOOD SERVICE SANITATION CERTIFICATE - Comments: NO VALID CITY OF CHICAGO FOOD SERVICE MANAGERS CERTIFICATE AS REQUIRED; INSTRUCTED TO OBTAIN. PRIORITY FOUNDATION CITATION #7-38-012 ISSUED. | 60. PREVIOUS CORE VIOLATION CORRECTED - Comments: PREVIOUS CORE (58) AND NOW (60) STILL NOT CORRECTED FROM REPORT #2591117, DATE 3-15-24  Violation Codes: 8-404.13(B:4) Inspector Comments: PREVIOUS CORE VIOLATION #58 ALLERGEN TRAINING STILL NOT CORRECTED FROM REPORT #2583189, DATE 10/11/23 Violation Codes: 2-102.13 Inspector Comments: OBSERVED AN EXPIRED FOOD ALLERGEN TRAINING CERTFICATE; INSTRUCTED TO OBTAIN A VALID ALLERGEN CERTIFICATE. PRIORITY FOUNDATION CITATION ISSUED #7-42-090.	41.803747257819744	-87.58220896761574	(41.803747257819744, -87.58220896761574)
2609945	FUNG'S CHOP SUEY	FUNG'S CHOP SUEY	2615795.0	Restaurant	Risk 1 (High)	1400 E 47th DR	CHICAGO	IL	60653.0	2025-01-02	Canvass	Pass	49. NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: MUST CLEAN THE INTERIOR OF REACH IN PREP COOLERS AND EXTERIOR DOORS OF WALK IN FREEZER AND COOLER, ALSO DETAIL CLEAN BOTTOM STORAGE UNDER PREP STATIONS TO REMOVE SPILLS, DEBRIS AND/OR GREASE. | 53. TOILET FACILITIES: PROPERLY CONSTRUCTED, SUPPLIED, & CLEANED - Comments: MUST DETAIL CLEAN AND MAINTAIN FIXTURES AND FLOORS IN THE WASHROOM. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: MUST DETAIL CLEAN THE FLOORS UNDER,BEHIND AND AROUND ALL HEAVY EQUIPMENT TO REMOVE SPILLS, DEBRIS AND/OR GREASE. ALSO NOTED SMELL COMING FROM GREASE TRAP. INSTRUCTED TO DETAIL CLEAN AND MAINTAIN INSIDE AND OUT. | 56. ADEQUATE VENTILATION & LIGHTING; DESIGNATED AREAS USED - Comments: MUST CLEAN THE HOOD ABOVE COOKING EQUIPMENT TO REMOVE GREASE.	41.80979548271692	-87.59237386663331	(41.80979548271692, -87.59237386663331)
2609943	KUMA'S CORNER	KUMA'S CORNER	2493097.0	Restaurant	Risk 1 (High)	854-856 W FULTON MARKET	CHICAGO	IL	60607.0	2025-01-02	Canvass	Out of Business		41.88687884128287	-87.64969725329456	(41.88687884128287, -87.64969725329456)
2609979	TAQUERIA LA HACIENDA, INC.	TAQUERIA LA HACIENDA, INC.	1823377.0	Restaurant	Risk 1 (High)	3452 W 59TH ST	CHICAGO	IL	60629.0	2025-01-03	Canvass	Pass	37. FOOD PROPERLY LABELED; ORIGINAL CONTAINER - Comments: BULK DRY STORAGE CONTAINERS NOT LABELED WITH COMMON NAME. INSTD TO LABEL WITH COMMON NAME AND MAINTAIN | 49. NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: NON FOOD CONTACT SURFACES OF MEAT SLICER WITH EXCESSIVE FOOD RESIDUE/DEBRIS. INST TO CLEAN AND MAINTAIN SAME	41.78624677993347	-87.7104310729898	(41.78624677993347, -87.7104310729898)
2610004	NICKY V'S	NICKY V'S	2867409.0	Restaurant	Risk 1 (High)	11055 S PULASKI RD	CHICAGO	IL	60655.0	2025-01-03	Canvass	Pass	49. NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: SIDES OF COOKING EQUIPMENT IN NEED OF CLEANING TO REMOVE ALL GREASE AND FOOD BUILD UP. INSTRUCTED TO CLEAN AND MAINTAIN.  | 51. PLUMBING INSTALLED; PROPER BACKFLOW DEVICES - Comments: LEAK 3 COMPARTENT SINK FAUCET. INSTRUCTED TO CORRECT AND MAINTAIN.  | 56. ADEQUATE VENTILATION & LIGHTING; DESIGNATED AREAS USED - Comments: HOOD VENTS IN NEED OF CKEANING TO REMOVE ALL GREASE AND BUILD UP. INSTRUCTED TO DETAIL CLEAN AND MAINTAIN.	41.69148677870248	-87.72017891939906	(41.691486778702476, -87.72017891939906)
2610044	EDIBLE ARRANGMENTS	EDIBLE ARRANGMENT	2856519.0	Restaurant	Risk 2 (Medium)	6656 W ARCHER AVE	CHICAGO	IL	60638.0	2025-01-06	Canvass	Pass	55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED DEBIRS ON FLOOR AROUND PERIMETER OF UTILITY ROOM WHERE WASHER/DRYER IS STORED. INSTRUCTED PERSON IN CHARGE TO CLEAN AND MAINTAIN.	41.79231547593338	-87.78899068775048	(41.79231547593338, -87.78899068775048)
2609956	PALMITAS MEXICAN RESTAURANT LLC	PALMITAS MEXICAN RESTAURANT	3006695.0	Restaurant	Risk 1 (High)	2604 W LAWRENCE AVE	CHICAGO	IL	60625.0	2025-01-03	License	Not Ready		41.96867904377803	-87.69403009829216	(41.96867904377803, -87.69403009829216)
2609917	JR NUTRITION	JR NUTRITION	2835424.0	Restaurant	Risk 2 (Medium)	2050 W CERMAK RD	CHICAGO	IL	60608.0	2025-01-02	Canvass	Out of Business		41.85225308503357	-87.6778682979758	(41.85225308503357, -87.6778682979758)
2610008	TROPICAL SMOOOTHIE CAFE	TROPICAL SMOOOTHIE CAFE	2851076.0	Restaurant	Risk 2 (Medium)	1509 N MILWAUKEE	CHICAGO	IL	60622.0	2025-01-03	Canvass Re-Inspection	Pass		41.90898562240431	-87.6750648351328	(41.90898562240431, -87.6750648351328)
2610002	ESPARZA'S TACOS, LLC	ESPARZA'S TACOS	2912244.0	Restaurant	Risk 1 (High)	6610 S PULASKI RD	CHICAGO	IL	60629.0	2025-01-03	Canvass	Pass	47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: FOIL LINING ON STOVE AND STORAGE SHELVES IN FRONT PREP AREA. INSTD TO REMOVE FOIL SO AS SURFACE TO BE SMOOTH, EVEN, AND EASILY CLEANABLE | 47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: CUTTING BOARD AT FRONT PREP AREA WARPED AND WITH DEEP, DARK GROOVES. INSTD TO REPLACE CUTTING BOARD AND MAINTAIN  | 53. TOILET FACILITIES: PROPERLY CONSTRUCTED, SUPPLIED, & CLEANED - Comments: MISSING COVER FOR RECEPTACLE IN LADIES/UNISEX TOILET ROOM. INSTD TO PROVIDE COVER AND MAINTAIN.	41.77284946195614	-87.7227613865806	(41.77284946195614, -87.7227613865806)
2609921	MR.SUBMARINE	MR.SUBMARINE	35117.0	Restaurant	Risk 1 (High)	10509 S WESTERN AVE	CHICAGO	IL	60643.0	2025-01-02	Canvass	Pass	39. CONTAMINATION PREVENTED DURING FOOD PREPARATION, STORAGE & DISPLAY - Comments: INTERIOR OF ICE MACHINE IN NEED OF CLEANING TO REMOVE ALL BUILD UP. INSTRUCTED TO CLEAN AND MAINTAIN.  | 47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: LARGE CAN OPENER IN NEED OF CLEANING TO REMOVE ALL BUILD UP. INSTRUCTED TO DETAIL CLEAN AND MAINTAIN | 53. TOILET FACILITIES: PROPERLY CONSTRUCTED, SUPPLIED, & CLEANED - Comments: TOILET ROOM RECEPTICLE IN NEED OF COVER. INSTRUCTED TO INSTALL AND MAINTAIN.  | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: CEILING IN WALK IN COOLER IN NEED OF CLEANING TO REMOVE ALL DUST BUILD UP. INSTRUCTED TO DETAIL CLEAN AND MAINTAIN.	41.70241717076083	-87.68134559218737	(41.70241717076083, -87.68134559218737)
2609935	KISHA'S KITCHEN	KISHA'S KITCHEN	3006551.0		Risk 1 (High)	857 W 115TH ST	CHICAGO	IL	60643.0	2025-01-02	License	Not Ready		41.68494313726917	-87.644368901148	(41.68494313726917, -87.644368901148)
2609903	SUBWAY 21649	SUBWAY	2766694.0	Restaurant	Risk 1 (High)	1100 W TAYLOR ST	CHICAGO	IL	60607.0	2025-01-02	Canvass	Pass	55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED MISSING CEILINGS TILE PANELS IN SIDE STORAGE AREA. INSTRUCTED TO REPAIR, REPLACE MISSING PANELS AND/OR REPLACE THE STAINED CEILING TILES.	41.86956628158364	-87.65427837887948	(41.86956628158364, -87.65427837887948)
2609904	M & G CHAR GRILL,, INC.	M & G CHAR GRILL	1887880.0	Restaurant	Risk 1 (High)	1821 W IRVING PARK RD	CHICAGO	IL	60613.0	2025-01-02	Canvass	Out of Business		41.95409491446792	-87.67504823784746	(41.95409491446792, -87.67504823784746)
2609919	SUBWAY SANDWICHES #27143	SUBWAY SANDWICHES	1357930.0	Restaurant	Risk 1 (High)	2349 W HOWARD ST	CHICAGO	IL	60645.0	2025-01-02	Canvass	Fail	1. PERSON IN CHARGE PRESENT, DEMONSTRATES KNOWLEDGE, AND PERFORMS DUTIES - Comments: PERSON IN CHARGE AT THE INITIAL INSPECTION DOES NOT HAVE A CITY OF CHICAGO FOOD SERVICE SANITATION CERTIFICATE. PRIORITY VIOLATION. | 2. CITY OF CHICAGO FOOD SERVICE SANITATION CERTIFICATE - Comments: NO CITY OF CHICAGO CERTIFIED FOOD MANAGER ON SITE DURING THE INITIAL INSPECTION WHEN FOODS WERE BEING PREPARED AND SERVED. MANAGER WAS TELEPHONED AND ARRIVED APPROXIMATELY AN HOUR LATER. PRIORITY FOUNDATION VIOLATION 7-38-012 CITATION ISSUED. | 5. PROCEDURES FOR RESPONDING TO VOMITING AND DIARRHEAL EVENTS | 22. PROPER COLD HOLDING TEMPERATURES - Comments: NOTED THE FOLLOWING TCS FOODS HELD AT IMPROPER COLD HOLDING TEMPERATURES IN THE FRONT DISPLAY COOLER. TURKEY AT 55.5F, TUNA SALAD AT 46.9F, SALAMI AT 55.5F, CHICKEN SALAD AT 57.3F, SLICED TOMATO AT 47.5, ROAST BEEF AT 60.9F. ALL FOODS DISCARDED. COOLER TAGGED HELD FOR INSPECTION AND MUST NOT USE UNTIL REPAIRED AND MAINTAINS A TEMPERATURE OF 41F OR BELOW. PRIORITY VIOLATION 7-38-005 CITATION ISSUED. | 33. PROPER COOLING METHODS USED; ADEQUATE EQUIPMENT FOR TEMPERATURE CONTROL - Comments: THE FACILITIES FRONT DISPLAY COOLER UNABLE TO MAINTAIN ADEQUATE COLD HOLDING TEMPERATURE. COOLER NOTED AT 55F WITH FOOD SUCH AS SLICED TURKEY AT 55.5F. ICE BEING USED IN THE BOTTOM OF COOLER AS REFRIGERATION. COOLER TAGGED HELD FOR INSPECTION AND MUST NOT USE UNTIL REPAIRED AND MAINTAINS A TEMPERATURE OF 41F OR BELOW. PRIORITY VIOLATION 7-38-005 CITATION ISSUED. | 38. INSECTS, RODENTS, & ANIMALS NOT PRESENT - Comments: NOTED APPROXIMATELY 30 TO 40 SMALL DRAIN FLIES THROUGHOUT THE REAR HAND SINK AND THREE COMPARTMENT SINK AREA. 5 TO 10 AT THE FRONT PREP AREA. INSTRUCTED TO HAVE THE LICENSED PEST CONTROL CO SERVICE FOR DRAIN FLIES AND ELIMINATE ALL FLY ACTIVITY. PRIORITY FOUNDATION VIOLATION 7-38-020(A) CITATION ISSUED. | 47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: MUST NOT USE TAPE AS A MEANS OF GUARDING ON THE FRONT HAND WASHING SINK METAL SPLASH GUARD. MUST BE SMOOTH AND CLEANABLE SURFACE. | 50. HOT & COLD WATER AVAILABLE; ADEQUATE PRESSURE - Comments: NOTED NO HOT WATER THROUGHOUT THE FOOD PREP AREAS. WATER TEMPERATURE NOTED AT 56.6F AT THE THREE COMPARTMENT SINK AND 56.8F AT THE HAND WASHING SINK. PLUMBER ARRIVED DURING THE INSPECTION AND REPLACED THE HEATING ELEMENT. HOT WATER HAS BEEN RESTORED TO 107F AT THE HAND SINK AND 120F AT THE THREE COMPARTMENT SINK.     PRIORITY VIOLATION 7-38-030(C) CITATION ISSUED. | 51. PLUMBING INSTALLED; PROPER BACKFLOW DEVICES - Comments: INOPERABLE WALL MOUNTED URINAL IN THE MEN'S WASHROOM MUST BE REPAIRED OR REMOVED.  | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: NOTED SOME MISSING DAMAGED BASEBOARD COVING AT THE ENTRANCE TO THE FRONT FOOD PREP AREA. MUST REPLACE/REPAIR. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: WALL AT THE UTILITY SERVICE SINK IN POOR REPAIR WITH OPEN SEAMS AND CREVICES. INSTRUCTED TO SEAL/REPAIR.----CEILING VENTILATION IN THE WOMAN'S WASHROOM NOT ATTACHED, NOTED HANGING FROM THE CEILING. MUST REPLACE/REPAIR. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: ALL UNUSED COOLERS AND EQUIPMENT INCLUDING SODA DISPENSING SYSTEM NOT OPERATIONAL MUST BE REMOVED FROM THE PREMISES TO PREVENT PEST HARBORING OR REPLACED/REPAIRED. | 58. ALLERGEN TRAINING AS REQUIRED - Comments: NO PROOF OF ALLERGEN TRAINING OR CERTIFICATES FOR ALL CITY OF CHICAGO CERTIFIED FOOD MANAGERS. MUST PROVIDE.	42.01942088064485	-87.68969083947009	(42.01942088064485, -87.68969083947009)
2609925	TAQUERIA MARAVATIO	TAQUERIA MARAVATIO	3006517.0	Restaurant	Risk 1 (High)	2621 W 59TH ST	CHICAGO	IL	60629.0	2025-01-02	License	Not Ready		41.78636179591453	-87.68968973170695	(41.78636179591453, -87.68968973170695)
2609961	TAQUERIA MARAVATIO	TAQUERIA MARAVATIO	3006517.0	Restaurant	Risk 1 (High)	2621 W 59TH ST	CHICAGO	IL	60629.0	2025-01-03	License	Pass		41.78636179591453	-87.68968973170695	(41.78636179591453, -87.68968973170695)
2609978	MAHARI RESTAURANT	MAHARI RESTAURANT	2997780.0	Restaurant	Risk 1 (High)	1504 E 55TH ST	CHICAGO	IL	60615.0	2025-01-03	License	Pass		41.79530818499822	-87.58894079318983	(41.79530818499822, -87.58894079318983)
2609992	TACO BELL	TACO BELL	2621921.0	Restaurant	Risk 2 (Medium)	6631 S CICERO AVE	CHICAGO	IL	60638.0	2025-01-03	Canvass	Out of Business		41.772020528937695	-87.74193175306668	(41.772020528937695, -87.74193175306668)
2610023	MIMI'S TACOS	MIMI'S TACOS	2766681.0	Restaurant	Risk 1 (High)	570-572 W ROOSEVELT RD	CHICAGO	IL	60607.0	2025-01-06	Canvass	Out of Business		41.86733048241842	-87.64211742912265	(41.86733048241842, -87.64211742912265)
2609932	GUS'S WORLD FAMOUS FRIED CHICKEN	GUS'S WORLD FAMOUS FIRED CHICKEN	2418182.0	Restaurant	Risk 1 (High)	847 W FULTON MARKET	CHICAGO	IL	60607.0	2025-01-02	Canvass	Out of Business		41.88666389977879	-87.64934266534462	(41.88666389977879, -87.64934266534462)
